grid_size,average_reward_per_step,average_steps,won_games
8,2.7638888888888893,58.79,53
8,-0.53,58.79,53
8,1.8209876543209877,58.79,53
8,0.650887573964497,58.79,53
8,-2.55,58.79,53
8,0.8276643990929704,58.79,53
8,-2.49,58.79,53
8,-2.48,58.79,53
8,1.04,58.79,53
8,-2.2,58.79,53
8,-2.86,58.79,53
8,0.9574759945130316,58.79,53
8,-2.26,58.79,53
8,1.1165452653485952,58.79,53
8,-2.53,58.79,53
8,-0.018005540166204936,58.79,53
8,-2.82,58.79,53
8,-2.45,58.79,53
8,-2.3,58.79,53
8,0.4876543209876544,58.79,53
8,3.3727810650887573,58.79,53
8,2.1555555555555554,58.79,53
8,0.15555555555555559,58.79,53
8,0.44671201814058953,58.79,53
8,-0.91,58.79,53
8,0.5419393218322427,58.79,53
8,-2.85,58.79,53
8,-2.25,58.79,53
8,-2.55,58.79,53
8,-2.93,58.79,53
8,-2.7,58.79,53
8,-1.33,58.79,53
8,0.18147448015122877,58.79,53
8,-2.63,58.79,53
8,-0.68,58.79,53
8,0.48442906574394456,58.79,53
8,-2.97,58.79,53
8,-0.11834319526627218,58.79,53
8,-2.87,58.79,53
8,-0.7898414404729911,58.79,53
8,-0.49810964083175807,58.79,53
8,-2.8,58.79,53
8,0.96,58.79,53
8,-2.68,58.79,53
8,-2.87,58.79,53
8,-2.45,58.79,53
8,0.5739644970414202,58.79,53
9,-2.22,72.09,39
9,-2.94,72.09,39
9,-2.31,72.09,39
9,-1.6,72.09,39
9,0.16712580348943987,72.09,39
9,2.326530612244898,72.09,39
9,0.019771071800208127,72.09,39
9,0.08,72.09,39
9,-2.94,72.09,39
9,-2.56,72.09,39
9,-2.64,72.09,39
9,-2.73,72.09,39
9,-0.6,72.09,39
9,-2.15,72.09,39
9,-2.97,72.09,39
9,-2.9,72.09,39
9,1.9453125,72.09,39
9,1.7578125,72.09,39
9,0.9229968782518211,72.09,39
9,-2.92,72.09,39
9,0.5847750865051903,72.09,39
9,-0.8262338149746669,72.09,39
9,-2.26,72.09,39
9,-0.16875,72.09,39
9,2.834319526627219,72.09,39
9,-0.13590449954086317,72.09,39
9,0.5422116527942925,72.09,39
9,-2.57,72.09,39
9,-0.24375,72.09,39
9,-1.183256976259892,72.09,39
9,-2.6,72.09,39
9,-2.76,72.09,39
9,0.625,72.09,39
9,-0.58,72.09,39
9,-0.5,72.09,39
9,0.20764462809917356,72.09,39
9,-2.79,72.09,39
9,-2.12,72.09,39
9,0.055555555555555594,72.09,39
9,-2.89,72.09,39
9,1.1893491124260356,72.09,39
9,0.05047706986765159,72.09,39
9,-2.11,72.09,39
9,-0.508641975308642,72.09,39
9,-2.74,72.09,39
9,-2.63,72.09,39
9,-1.52,72.09,39
9,-2.98,72.09,39
9,-1.28,72.09,39
9,2.326530612244898,72.09,39
9,-1.82,72.09,39
9,-0.62,72.09,39
9,-2.54,72.09,39
9,-2.6,72.09,39
9,-2.62,72.09,39
9,-2.86,72.09,39
9,1.4876543209876543,72.09,39
9,-2.96,72.09,39
9,0.775,72.09,39
9,-2.46,72.09,39
9,1.28,72.09,39
9,-2.8,72.09,39
9,-2.33,72.09,39
9,0.21224489795918364,72.09,39
9,-2.82,72.09,39
9,0.580078125,72.09,39
9,-2.91,72.09,39
9,4.617283950617284,72.09,39
9,-2.1,72.09,39
9,-2.57,72.09,39
9,-2.9,72.09,39
9,-1.98,72.09,39
9,1.1487603305785123,72.09,39
9,2.59504132231405,72.09,39
9,-2.71,72.09,39
9,-2.56,72.09,39
9,0.566358024691358,72.09,39
9,-1.07,72.09,39
9,-2.43,72.09,39
9,-2.56,72.09,39
9,2.013888888888889,72.09,39
9,-0.5460141582025239,72.09,39
9,0.45663265306122447,72.09,39
9,-0.88,72.09,39
9,-2.73,72.09,39
9,4.950617283950617,72.09,39
9,0.173828125,72.09,39
9,-2.68,72.09,39
9,-2.33,72.09,39
9,-0.5,72.09,39
9,-2.85,72.09,39
9,0.04691358024691357,72.09,39
9,-2.48,72.09,39
9,-2.31,72.09,39
9,2.826530612244898,72.09,39
9,-2.72,72.09,39
9,-1.72,72.09,39
9,5.53125,72.09,39
9,-2.71,72.09,39
9,-1.64,72.09,39
10,-2.34,83.68,25
10,-2.71,83.68,25
10,-0.6297041080149383,83.68,25
10,5.03125,83.68,25
10,-2.8,83.68,25
10,1.1385041551246537,83.68,25
10,-2.47,83.68,25
10,-2.07,83.68,25
10,-0.1558641975308642,83.68,25
10,-2.82,83.68,25
10,-2.54,83.68,25
10,0.3353151010701546,83.68,25
10,-2.43,83.68,25
10,-0.16284881299458562,83.68,25
10,-1.46,83.68,25
10,-2.57,83.68,25
10,1.0945179584120983,83.68,25
10,-2.36,83.68,25
10,-1.55,83.68,25
10,-2.33,83.68,25
10,-2.48,83.68,25
10,-2.45,83.68,25
10,-2.54,83.68,25
10,1.9555555555555555,83.68,25
10,-1.66,83.68,25
10,-2.89,83.68,25
10,-2.89,83.68,25
10,-2.22,83.68,25
10,-0.89,83.68,25
10,0.35262303948080037,83.68,25
10,-0.7,83.68,25
10,-2.98,83.68,25
10,-2.26,83.68,25
10,0.513031550068587,83.68,25
10,-2.8,83.68,25
10,-2.32,83.68,25
10,-0.8706127305175491,83.68,25
10,0.3353151010701546,83.68,25
10,-2.68,83.68,25
10,-2.58,83.68,25
10,-0.5591836734693878,83.68,25
10,-0.5776095186587344,83.68,25
10,0.36620644312952005,83.68,25
10,-2.65,83.68,25
10,-2.58,83.68,25
10,-2.78,83.68,25
10,-2.47,83.68,25
10,1.834319526627219,83.68,25
10,-2.97,83.68,25
10,-2.08,83.68,25
10,-2.86,83.68,25
10,-2.05,83.68,25
10,-0.4514462809917355,83.68,25
10,-2.16,83.68,25
10,-2.6,83.68,25
10,-2.69,83.68,25
10,-2.5,83.68,25
10,-2.52,83.68,25
10,-1.87,83.68,25
10,1.3038548752834467,83.68,25
10,-1.89,83.68,25
10,-2.78,83.68,25
10,-1.77,83.68,25
10,-2.65,83.68,25
10,-2.63,83.68,25
10,-2.94,83.68,25
10,-2.37,83.68,25
10,1.467128027681661,83.68,25
10,-2.42,83.68,25
10,-2.4,83.68,25
10,-1.48,83.68,25
10,-1.02,83.68,25
10,-2.35,83.68,25
10,-2.08,83.68,25
10,-2.46,83.68,25
10,-0.31171921475312314,83.68,25
10,-0.76,83.68,25
10,-2.1,83.68,25
10,-2.37,83.68,25
10,-1.38,83.68,25
10,1.8888888888888888,83.68,25
10,0.31635802469135804,83.68,25
10,-2.68,83.68,25
10,-2.98,83.68,25
10,-2.39,83.68,25
10,-2.83,83.68,25
10,-2.9,83.68,25
10,-0.5305568130375736,83.68,25
10,-2.54,83.68,25
10,-2.95,83.68,25
10,-2.57,83.68,25
10,-1.76,83.68,25
10,-1.70294614374179,83.68,25
10,-2.7,83.68,25
10,-2.48,83.68,25
10,-2.54,83.68,25
10,-2.32,83.68,25
10,-2.57,83.68,25
10,-1.56,83.68,25
10,0.92,83.68,25
11,-1.26,82.82,26
11,-1.18,82.82,26
11,0.47599451303155005,82.82,26
11,1.9279778393351803,82.82,26
11,-2.14,82.82,26
11,-2.53,82.82,26
11,-1.78,82.82,26
11,-2.85,82.82,26
11,-2.47,82.82,26
11,-0.36122448979591837,82.82,26
11,-1.79,82.82,26
11,-1.78,82.82,26
11,-1.95,82.82,26
11,-0.3040816326530612,82.82,26
11,-2.93,82.82,26
11,-2.58,82.82,26
11,-2.77,82.82,26
11,0.68,82.82,26
11,-2.22,82.82,26
11,-1.92,82.82,26
11,-0.59,82.82,26
11,-2.38,82.82,26
11,-1.8,82.82,26
11,-0.82,82.82,26
11,-0.2907210571674806,82.82,26
11,-0.09695290858725757,82.82,26
11,-2.63,82.82,26
11,-2.81,82.82,26
11,2.3727810650887573,82.82,26
11,-1.2,82.82,26
11,-2.85,82.82,26
11,-2.13,82.82,26
11,-2.72,82.82,26
11,-0.3148283418553689,82.82,26
11,-1.92,82.82,26
11,2.222222222222222,82.82,26
11,-2.71,82.82,26
11,0.48888888888888893,82.82,26
11,-2.7,82.82,26
11,4.506172839506173,82.82,26
11,-2.43,82.82,26
11,-2.91,82.82,26
11,-1.92,82.82,26
11,-2.05,82.82,26
11,-2.52,82.82,26
11,-0.5743944636678201,82.82,26
11,-0.43,82.82,26
11,-2.31,82.82,26
11,0.5868055555555555,82.82,26
11,-0.95,82.82,26
11,-2.11,82.82,26
11,-2.48,82.82,26
11,-0.74,82.82,26
11,-1.57,82.82,26
11,-2.47,82.82,26
11,-0.44,82.82,26
11,0.007232084155161052,82.82,26
11,-2.53,82.82,26
11,-2.37,82.82,26
11,-1.58,82.82,26
11,0.642578125,82.82,26
11,-2.62,82.82,26
11,-0.83,82.82,26
11,1.4016620498614958,82.82,26
11,-1.0320216049382716,82.82,26
11,-0.149584487534626,82.82,26
11,-2.95,82.82,26
11,-2.36,82.82,26
11,-2.37,82.82,26
11,-1.22,82.82,26
11,-1.38,82.82,26
11,-2.5,82.82,26
11,-1.44,82.82,26
11,-2.34,82.82,26
11,1.512396694214876,82.82,26
11,-0.8689925240299038,82.82,26
11,16.555555555555557,82.82,26
11,-2.05,82.82,26
11,-0.48,82.82,26
11,-1.2,82.82,26
11,-2.14,82.82,26
11,-2.21,82.82,26
11,-2.34,82.82,26
11,-2.39,82.82,26
11,-0.948341836734694,82.82,26
11,0.19742883379247017,82.82,26
11,-1.18,82.82,26
11,-2.83,82.82,26
11,-2.2,82.82,26
11,-2.58,82.82,26
11,-0.94,82.82,26
11,-2.55,82.82,26
11,-2.79,82.82,26
11,-2.31,82.82,26
11,-2.68,82.82,26
11,1.4888888888888887,82.82,26
11,-0.56,82.82,26
11,-2.74,82.82,26
11,0.5888888888888889,82.82,26
11,-1.86,82.82,26
12,-0.17225509533201844,87.05,23
12,-2.92,87.05,23
12,-2.25,87.05,23
12,-0.66,87.05,23
12,-1.082716049382716,87.05,23
12,-2.2,87.05,23
12,0.23540063377093706,87.05,23
12,26.0,87.05,23
12,-0.38,87.05,23
12,-2.77,87.05,23
12,-1.45,87.05,23
12,0.10973936899862823,87.05,23
12,-2.09,87.05,23
12,-2.7,87.05,23
12,-2.86,87.05,23
12,-2.61,87.05,23
12,-2.67,87.05,23
12,-2.26,87.05,23
12,0.12358276643990929,87.05,23
12,-1.32,87.05,23
12,-2.85,87.05,23
12,-0.2764003673094582,87.05,23
12,-0.8671875,87.05,23
12,-1.99,87.05,23
12,-2.53,87.05,23
12,-2.95,87.05,23
12,-2.98,87.05,23
12,0.9209183673469388,87.05,23
12,-1.62,87.05,23
12,1.6124260355029585,87.05,23
12,-2.29,87.05,23
12,5.53125,87.05,23
12,0.8525564803804995,87.05,23
12,-1.32,87.05,23
12,-2.77,87.05,23
12,-0.5443213296398891,87.05,23
12,-2.68,87.05,23
12,-0.85,87.05,23
12,-1.13,87.05,23
12,-1.91,87.05,23
12,-2.41,87.05,23
12,-2.46,87.05,23
12,-2.1,87.05,23
12,-1.68,87.05,23
12,-2.24,87.05,23
12,-2.45,87.05,23
12,-2.35,87.05,23
12,-0.84,87.05,23
12,-2.31,87.05,23
12,9.0,87.05,23
12,-2.88,87.05,23
12,-0.048010380622837384,87.05,23
12,-2.38,87.05,23
12,-2.75,87.05,23
12,-2.46,87.05,23
12,-2.71,87.05,23
12,-1.82,87.05,23
12,-2.44,87.05,23
12,-0.84622248661511,87.05,23
12,-1.7,87.05,23
12,-2.73,87.05,23
12,-0.62,87.05,23
12,-2.37,87.05,23
12,-2.41,87.05,23
12,-2.98,87.05,23
12,-2.03,87.05,23
12,-2.76,87.05,23
12,-1.7,87.05,23
12,-2.61,87.05,23
12,-0.5198487712665407,87.05,23
12,-2.17,87.05,23
12,-0.7071995464852607,87.05,23
12,-0.3764172335600907,87.05,23
12,-0.28,87.05,23
12,-2.36,87.05,23
12,-1.57,87.05,23
12,-2.09,87.05,23
12,-2.48,87.05,23
12,-1.11,87.05,23
12,-1.56,87.05,23
12,-2.82,87.05,23
12,-2.83,87.05,23
12,-1.01875,87.05,23
12,1.421487603305785,87.05,23
12,-2.93,87.05,23
12,-2.3,87.05,23
12,-1.92,87.05,23
12,-0.3669304456476468,87.05,23
12,-2.61,87.05,23
12,-2.83,87.05,23
12,-0.53,87.05,23
12,-2.74,87.05,23
12,-2.95,87.05,23
12,-2.71,87.05,23
12,-2.34,87.05,23
12,-2.87,87.05,23
12,-2.22,87.05,23
12,-2.86,87.05,23
12,1.5987654320987654,87.05,23
12,-2.65,87.05,23
13,-2.49,91.69,14
13,-2.75,91.69,14
13,2.222222222222222,91.69,14
13,-2.07,91.69,14
13,-1.71,91.69,14
13,-2.49,91.69,14
13,-2.61,91.69,14
13,-2.2,91.69,14
13,-2.13,91.69,14
13,-2.75,91.69,14
13,-1.81,91.69,14
13,1.8,91.69,14
13,-1.99,91.69,14
13,-2.99,91.69,14
13,-2.71,91.69,14
13,-0.75,91.69,14
13,-1.2524178977574663,91.69,14
13,-2.2,91.69,14
13,-1.86,91.69,14
13,-0.91,91.69,14
13,-2.24,91.69,14
13,-2.79,91.69,14
13,-2.6,91.69,14
13,0.4830246913580247,91.69,14
13,0.72,91.69,14
13,-2.48,91.69,14
13,1.379247015610652,91.69,14
13,-1.95,91.69,14
13,-2.26,91.69,14
13,-2.9,91.69,14
13,-1.7,91.69,14
13,-1.94,91.69,14
13,-1.76,91.69,14
13,0.654320987654321,91.69,14
13,-2.36,91.69,14
13,-2.6,91.69,14
13,-1.83,91.69,14
13,-2.97,91.69,14
13,-1.6,91.69,14
13,-2.19,91.69,14
13,-0.63,91.69,14
13,-2.2,91.69,14
13,-2.84,91.69,14
13,-2.72,91.69,14
13,-2.88,91.69,14
13,-1.95,91.69,14
13,-2.96,91.69,14
13,-1.91,91.69,14
13,-2.37,91.69,14
13,-1.43,91.69,14
13,-1.46,91.69,14
13,-2.72,91.69,14
13,-2.92,91.69,14
13,-2.74,91.69,14
13,-1.63,91.69,14
13,0.08725761772853191,91.69,14
13,-2.9,91.69,14
13,-2.96,91.69,14
13,-1.29,91.69,14
13,-2.95,91.69,14
13,-2.67,91.69,14
13,0.256235827664399,91.69,14
13,-2.67,91.69,14
13,-2.43,91.69,14
13,1.8209876543209877,91.69,14
13,-2.43,91.69,14
13,-1.88,91.69,14
13,-1.0716049382716049,91.69,14
13,-2.43,91.69,14
13,-2.08,91.69,14
13,-0.61,91.69,14
13,-1.57,91.69,14
13,-2.94,91.69,14
13,-1.7,91.69,14
13,-1.33,91.69,14
13,-2.05,91.69,14
13,-2.06,91.69,14
13,-2.88,91.69,14
13,-2.05,91.69,14
13,-2.3,91.69,14
13,-2.66,91.69,14
13,-0.85,91.69,14
13,1.9279778393351803,91.69,14
13,-2.78,91.69,14
13,-2.75,91.69,14
13,-2.45,91.69,14
13,-1.0535395597858417,91.69,14
13,-2.53,91.69,14
13,-1.96,91.69,14
13,-2.08,91.69,14
13,-0.8084319526627219,91.69,14
13,-2.22,91.69,14
13,-2.61,91.69,14
13,-2.53,91.69,14
13,-2.86,91.69,14
13,-2.27,91.69,14
13,-2.56,91.69,14
13,-2.7,91.69,14
13,-2.38,91.69,14
13,-2.84,91.69,14
14,-2.32,95.11,9
14,-2.21,95.11,9
14,-3.0,95.11,9
14,-2.61,95.11,9
14,-0.19690992767915844,95.11,9
14,-2.22,95.11,9
14,-1.66,95.11,9
14,-0.67,95.11,9
14,-0.0003844675124951928,95.11,9
14,-1.44,95.11,9
14,-2.92,95.11,9
14,-2.7,95.11,9
14,-2.77,95.11,9
14,-2.76,95.11,9
14,-2.98,95.11,9
14,-1.51,95.11,9
14,2.8828125,95.11,9
14,-2.73,95.11,9
14,-2.43,95.11,9
14,-2.27,95.11,9
14,-2.25,95.11,9
14,-0.01925078043704477,95.11,9
14,-2.61,95.11,9
14,-1.79,95.11,9
14,-1.08,95.11,9
14,-1.85,95.11,9
14,-2.96,95.11,9
14,-2.66,95.11,9
14,-2.93,95.11,9
14,-0.6495198902606311,95.11,9
14,-0.53,95.11,9
14,0.034710743801652844,95.11,9
14,-2.56,95.11,9
14,-1.93,95.11,9
14,-0.4016528925619835,95.11,9
14,-1.95,95.11,9
14,-0.88,95.11,9
14,-1.73,95.11,9
14,-2.91,95.11,9
14,-2.36,95.11,9
14,-2.78,95.11,9
14,-2.45,95.11,9
14,-1.52,95.11,9
14,-2.03,95.11,9
14,-2.27,95.11,9
14,-0.51,95.11,9
14,-1.84,95.11,9
14,-2.47,95.11,9
14,-2.02,95.11,9
14,-1.25,95.11,9
14,-2.47,95.11,9
14,-2.17,95.11,9
14,2.055363321799308,95.11,9
14,-1.67,95.11,9
14,-2.37,95.11,9
14,-1.78,95.11,9
14,-1.72,95.11,9
14,-1.47,95.11,9
14,-2.62,95.11,9
14,-1.41,95.11,9
14,-2.33,95.11,9
14,1.2249527410207939,95.11,9
14,-0.94,95.11,9
14,-1.94,95.11,9
14,-1.13,95.11,9
14,-2.34,95.11,9
14,-1.26,95.11,9
14,-1.75,95.11,9
14,-0.53,95.11,9
14,-2.47,95.11,9
14,-2.22,95.11,9
14,-2.88,95.11,9
14,-2.22,95.11,9
14,-1.62,95.11,9
14,-2.26,95.11,9
14,-2.71,95.11,9
14,-2.58,95.11,9
14,-2.67,95.11,9
14,-2.9,95.11,9
14,-2.87,95.11,9
14,-2.87,95.11,9
14,-2.09,95.11,9
